matrix_name,clones,time,accuracy
0,1.0,2,0.789245329253
0,1.0,12,0.655643801767
0,1.0,12,0.611088906667
0,1.0,12,0.569336594589
0,1.0,12,0.474979472792
0,1.0,12,0.485018194504
0,1.0,12,0.419637783038
0,0.8,6,0.994041301819
0,0.8,6,0.959939573151
0,0.8,6,0.97987222256
0,0.8,8,0.770831191503
0,0.8,12,0.662986666826
0,0.8,12,0.628260764885
0,0.8,12,0.507495821853
0,0.8,22,0.519406071644
0,0.8,22,0.495466538202
0,0.8,22,0.428304617466
0,0.8,22,0.382888403419
0,0.8,91,0.348415802876
0,0.8,91,0.405584617944
0,0.8,91,0.332932643361
0,1.0,149,0.395858159638
0,1.0,149,0.388001667378
0,1.0,149,0.370581209095
0,1.0,149,0.328226421286
0,1.0,149,0.388174338802
0,1.0,149,0.410088512169
0,1.0,149,0.353875408632
0,1.0,149,0.31344139629
0,1.0,149,0.306828079858
0,1.0,149,0.233749193599
0,1.0,248,0.230846397398
0,0.8,253,0.305787742492
0,0.8,271,0.306534079631
0,0.8,280,0.271616005086
0,0.8,286,0.259813020379
0,0.8,290,0.260618958312
0,0.8,295,0.218969409885
0,1.0,827,0.244277376561
0,1.0,905,0.233243975251
0,1.0,933,0.237003985963
0,1.0,979,0.199934101267
0,1.0,1364,0.216068725598
0,1.0,1535,0.197529747624
0,0.8,1827,0.204829108977
0,1.0,1926,0.195890889215
0,1.0,1926,0.209634249032
0,1.0,2073,0.194020083942
0,0.8,2797,0.202774337586
0,0.8,2994,0.208118000244
0,1.0,3426,0.179389456283
0,0.8,3874,0.201034255732
0,0.8,5188,0.185020888767
0,0.8,8306,0.189309991434
0,0.8,13240,0.185414856448
0,0.8,13553,0.177348497326
0,0.8,15389,0.196046650925
0,0.8,15463,0.179064781
0,0.8,17139,0.182654415931
0,0.8,18148,0.178939057049
0,0.8,18911,0.183453707707
0,0.8,20562,0.168018588041
1,1.0,7,0.865027653347
1,1.0,7,0.62656563278
1,1.0,10,0.487593227244
1,1.0,12,0.475568132382
1,0.8,6,0.787676166556
1,0.8,7,0.737724689062
1,1.0,16,0.329288792751
1,0.8,9,0.685789076908
1,0.8,9,0.63076771695
1,0.8,9,0.53378881444
1,1.0,22,0.378462712218
1,1.0,22,0.230704021869
1,1.0,22,0.23961654912
1,0.8,13,0.524135035756
1,0.8,13,0.418988350438
1,0.8,28,0.406347774625
1,0.8,28,0.411116242737
1,0.8,28,0.264797672497
1,0.8,28,0.17948709179
1,0.8,28,0.217587658383
1,1.0,48,0.227089109763
1,1.0,48,0.214747626686
1,1.0,48,0.0822313805385
1,0.8,73,0.10497363137
1,0.8,75,0.0876685600976
1,1.0,106,0.0711491177745
1,1.0,107,0.062496856223
1,0.8,173,0.0703075514535
1,0.8,173,0.0623120361161
1,1.0,462,0.0635568544861
1,0.8,497,0.0635568544861
1,1.0,3265,0.0633874815854
1,0.8,7430,0.0632052658322
1,1.0,8839,0.0633802758033
1,1.0,8981,0.0632052658322
2,1.0,7,0.627255834017
2,1.0,8,0.618133968666
2,1.0,10,0.553702636855
2,0.8,2,0.627255834017
2,0.8,2,0.609214448327
2,0.8,4,0.502245882985
2,0.8,4,0.312185341769
2,1.0,14,0.490910507201
2,1.0,14,0.38023475927
2,1.0,14,0.322389150487
2,1.0,14,0.248971856981
2,1.0,14,0.252654032677
2,0.8,7,0.359666424403
2,0.8,17,0.298270630884
2,0.8,17,0.293462032161
2,0.8,17,0.303620809811
2,0.8,17,0.25832881903
2,0.8,17,0.239604160034
2,1.0,29,0.174429533751
