name,Phylogeny model,k,Accuracy
2,Perfect,0.4,0.119301620253
2,Persistent,0.4,0.317551660447
2,Dollo(2),0.4,0.158861189133
2,Dollo(4),0.4,0.156515221535
3,Perfect,0.4,0.110486551381
3,Persistent,0.4,0.408004283201
3,Dollo(2),0.4,0.23242519226
3,Dollo(4),0.4,0.195651902867
4,Perfect,0.4,0.121562966309
4,Persistent,0.4,0.167475981947
4,Dollo(2),0.4,0.114661121558
4,Dollo(4),0.4,0.230802260869
5,Perfect,0.4,0.0965263847419
5,Persistent,0.4,3.50449859921e-16
5,Dollo(2),0.4,3.19937133685e-16
5,Dollo(4),0.4,0.655760702889
6,Perfect,0.4,0.111648559969
6,Persistent,0.4,0.0585357202751
6,Dollo(2),0.4,0.0115486847958
6,Dollo(4),0.4,0.816872323492
7,Perfect,0.4,0.136185740628
7,Persistent,0.4,0.121959189325
7,Dollo(2),0.4,0.0590212270811
7,Dollo(4),0.4,0.451086338714
8,Perfect,0.4,0.150130298371
8,Persistent,0.4,0.0939041418696
8,Dollo(2),0.4,0.504975750258
8,Dollo(4),0.4,0.711291867683
9,Perfect,0.4,0.114009011795
9,Persistent,0.4,5.86977841921e-17
9,Dollo(2),0.4,0.178164509775
9,Dollo(4),0.4,0.138861896307
10,Perfect,0.4,0.278608528438
10,Persistent,0.4,0.188010761154
10,Dollo(2),0.4,0.144007637401
10,Dollo(4),0.4,0.181734504211
11,Perfect,0.4,0.12543107528
11,Persistent,0.4,0.493085614675
11,Dollo(2),0.4,0.0802395622265
11,Dollo(4),0.4,0.233253284719
12,Perfect,0.4,0.0402864107893
12,Persistent,0.4,0.168965942635
12,Dollo(2),0.4,2.69892668146e-16
12,Dollo(4),0.4,0.0720167070791
13,Perfect,0.4,0.0978027756685
13,Persistent,0.4,0.154615540628
13,Dollo(2),0.4,0.0888451992923
13,Dollo(4),0.4,0.444980599014
14,Perfect,0.4,0.222441102101
14,Persistent,0.4,0.0320660634985
14,Dollo(2),0.4,0.393395613596
14,Dollo(4),0.4,0.187212755616
15,Perfect,0.4,0.391690180633
15,Persistent,0.4,0.32175776398
15,Dollo(2),0.4,0.140684298228
15,Dollo(4),0.4,0.707081459945
16,Perfect,0.4,0.260104561766
16,Persistent,0.4,1.03193315103e-16
16,Dollo(2),0.4,0.0366652326227
16,Dollo(4),0.4,0.717591931497
17,Perfect,0.4,0.30071892074
17,Persistent,0.4,0.212415968539
17,Dollo(2),0.4,0.471975730455
17,Dollo(4),0.4,0.773766562956
18,Perfect,0.4,0.0717351287973
18,Persistent,0.4,0.109286802099
18,Dollo(2),0.4,0.425364897581
18,Dollo(4),0.4,0.701249211404
19,Perfect,0.4,0.034124969878
19,Persistent,0.4,0.00449458192624
19,Dollo(2),0.4,0.896407863894
19,Dollo(4),0.4,0.00819321653196
20,Perfect,0.4,0.125799050204
20,Persistent,0.4,0.00582740725867
20,Dollo(2),0.4,0.983713266359
20,Dollo(4),0.4,0.0429371015732
21,Perfect,0.4,1.07913529858e-16
21,Persistent,0.4,0.0166549783489
21,Dollo(2),0.4,0.0349872037906
21,Dollo(4),0.4,1.0041263763e-16
22,Perfect,0.4,0.230736989515
22,Persistent,0.4,0.594470087037
22,Dollo(2),0.4,0.423838481564
22,Dollo(4),0.4,0.225211375433
23,Perfect,0.4,0.0409761359847
23,Persistent,0.4,3.34990836929e-16
23,Dollo(2),0.4,0.214822508635
23,Dollo(4),0.4,0.604846859553
24,Perfect,0.4,0.149373592813
24,Persistent,0.4,0.0113894565925
24,Dollo(2),0.4,0.149536342514
24,Dollo(4),0.4,0.464260495411
25,Perfect,0.4,0.107979113336
25,Persistent,0.4,3.09563959013e-15
25,Dollo(2),0.4,0.631333336429
25,Dollo(4),0.4,0.668986411486
26,Perfect,0.4,0.0956212503947
26,Persistent,0.4,0.0159281510872
26,Dollo(2),0.4,0.136333385317
26,Dollo(4),0.4,0.604540333896
27,Perfect,0.4,0.137953209352
27,Persistent,0.4,0.188141466961
27,Dollo(2),0.4,0.502915766886
27,Dollo(4),0.4,0.695399505885
28,Perfect,0.4,0.1899727955
28,Persistent,0.4,0.231899983781
28,Dollo(2),0.4,0.0575415625038
28,Dollo(4),0.4,0.876130488163
29,Perfect,0.4,0.164570404651
29,Persistent,0.4,0.0276106015277
29,Dollo(2),0.4,0.121111256368
29,Dollo(4),0.4,0.417208519541
0,Perfect,0.4,0.205493237361
0,Persistent,0.4,0.341355329951
0,Dollo(2),0.4,0.312545524105
0,Dollo(4),0.4,0.33507629726
1,Perfect,0.4,0.125818160007
1,Persistent,0.4,0.0507525027959
1,Dollo(2),0.4,0.0706074584966
1,Dollo(4),0.4,0.187441731218
2,Perfect,0.4,0.119301620253
2,Persistent,0.4,0.317551660447
2,Dollo(2),0.4,0.158861189133
2,Dollo(4),0.4,0.156515221535
3,Perfect,0.4,0.110486551381
3,Persistent,0.4,0.408004283201
3,Dollo(2),0.4,0.23242519226
3,Dollo(4),0.4,0.195651902867
4,Perfect,0.4,0.121562966309
4,Persistent,0.4,0.167475981947
4,Dollo(2),0.4,0.114661121558
4,Dollo(4),0.4,0.230802260869
5,Perfect,0.4,0.0965263847419
5,Persistent,0.4,3.50449859921e-16
5,Dollo(2),0.4,3.19937133685e-16
5,Dollo(4),0.4,0.655760702889
6,Perfect,0.4,0.111648559969
6,Persistent,0.4,0.0585357202751
6,Dollo(2),0.4,0.0115486847958
6,Dollo(4),0.4,0.816872323492
7,Perfect,0.4,0.136185740628
7,Persistent,0.4,0.121959189325
7,Dollo(2),0.4,0.0590212270811
7,Dollo(4),0.4,0.451086338714
8,Perfect,0.4,0.150130298371
8,Persistent,0.4,0.0939041418696
8,Dollo(2),0.4,0.504975750258
8,Dollo(4),0.4,0.711291867683
9,Perfect,0.4,0.114009011795
9,Persistent,0.4,5.86977841921e-17
9,Dollo(2),0.4,0.178164509775
9,Dollo(4),0.4,0.138861896307
10,Perfect,0.4,0.278608528438
10,Persistent,0.4,0.188010761154
10,Dollo(2),0.4,0.144007637401
10,Dollo(4),0.4,0.181734504211
11,Perfect,0.4,0.12543107528
11,Persistent,0.4,0.493085614675
11,Dollo(2),0.4,0.0802395622265
11,Dollo(4),0.4,0.233253284719
12,Perfect,0.4,0.0402864107893
12,Persistent,0.4,0.168965942635
12,Dollo(2),0.4,2.69892668146e-16
12,Dollo(4),0.4,0.0720167070791
13,Perfect,0.4,0.0978027756685
13,Persistent,0.4,0.154615540628
13,Dollo(2),0.4,0.0888451992923
13,Dollo(4),0.4,0.444980599014
14,Perfect,0.4,0.222441102101
14,Persistent,0.4,0.0320660634985
14,Dollo(2),0.4,0.393395613596
14,Dollo(4),0.4,0.187212755616
15,Perfect,0.4,0.391690180633
15,Persistent,0.4,0.32175776398
15,Dollo(2),0.4,0.140684298228
15,Dollo(4),0.4,0.707081459945
16,Perfect,0.4,0.260104561766
16,Persistent,0.4,1.03193315103e-16
16,Dollo(2),0.4,0.0366652326227
16,Dollo(4),0.4,0.717591931497
17,Perfect,0.4,0.30071892074
17,Persistent,0.4,0.212415968539
17,Dollo(2),0.4,0.471975730455
17,Dollo(4),0.4,0.773766562956
18,Perfect,0.4,0.0717351287973
18,Persistent,0.4,0.109286802099
18,Dollo(2),0.4,0.425364897581
18,Dollo(4),0.4,0.701249211404
19,Perfect,0.4,0.034124969878
19,Persistent,0.4,0.00449458192624
19,Dollo(2),0.4,0.896407863894
19,Dollo(4),0.4,0.00819321653196
20,Perfect,0.4,0.125799050204
20,Persistent,0.4,0.00582740725867
20,Dollo(2),0.4,0.983713266359
20,Dollo(4),0.4,0.0429371015732
21,Perfect,0.4,1.07913529858e-16
21,Persistent,0.4,0.0166549783489
21,Dollo(2),0.4,0.0349872037906
21,Dollo(4),0.4,1.0041263763e-16
22,Perfect,0.4,0.230736989515
22,Persistent,0.4,0.594470087037
22,Dollo(2),0.4,0.423838481564
22,Dollo(4),0.4,0.225211375433
23,Perfect,0.4,0.0409761359847
23,Persistent,0.4,3.34990836929e-16
23,Dollo(2),0.4,0.214822508635
23,Dollo(4),0.4,0.604846859553
24,Perfect,0.4,0.149373592813
24,Persistent,0.4,0.0113894565925
24,Dollo(2),0.4,0.149536342514
24,Dollo(4),0.4,0.464260495411
25,Perfect,0.4,0.107979113336
25,Persistent,0.4,3.09563959013e-15
25,Dollo(2),0.4,0.631333336429
25,Dollo(4),0.4,0.668986411486
26,Perfect,0.4,0.0956212503947
26,Persistent,0.4,0.0159281510872
26,Dollo(2),0.4,0.136333385317
26,Dollo(4),0.4,0.604540333896
27,Perfect,0.4,0.137953209352
27,Persistent,0.4,0.188141466961
27,Dollo(2),0.4,0.502915766886
27,Dollo(4),0.4,0.695399505885
28,Perfect,0.4,0.1899727955
28,Persistent,0.4,0.231899983781
28,Dollo(2),0.4,0.0575415625038
28,Dollo(4),0.4,0.876130488163
29,Perfect,0.4,0.164570404651
29,Persistent,0.4,0.0276106015277
29,Dollo(2),0.4,0.121111256368
29,Dollo(4),0.4,0.417208519541
0,Perfect,0.4,0.205493237361
0,Persistent,0.4,0.341355329951
0,Dollo(2),0.4,0.312545524105
0,Dollo(4),0.4,0.33507629726
1,Perfect,0.4,0.125818160007
1,Persistent,0.4,0.0507525027959
1,Dollo(2),0.4,0.0706074584966
1,Dollo(4),0.4,0.187441731218
2,Perfect,0.4,0.119301620253
2,Persistent,0.4,0.317551660447
2,Dollo(2),0.4,0.158861189133
2,Dollo(4),0.4,0.156515221535
3,Perfect,0.4,0.110486551381
3,Persistent,0.4,0.408004283201
3,Dollo(2),0.4,0.23242519226
3,Dollo(4),0.4,0.195651902867
4,Perfect,0.4,0.121562966309
4,Persistent,0.4,0.167475981947
4,Dollo(2),0.4,0.114661121558
4,Dollo(4),0.4,0.230802260869
5,Perfect,0.4,0.0965263847419
5,Persistent,0.4,3.50449859921e-16
5,Dollo(2),0.4,3.19937133685e-16
5,Dollo(4),0.4,0.655760702889
6,Perfect,0.4,0.111648559969
6,Persistent,0.4,0.0585357202751
6,Dollo(2),0.4,0.0115486847958
6,Dollo(4),0.4,0.816872323492
7,Perfect,0.4,0.136185740628
7,Persistent,0.4,0.121959189325
7,Dollo(2),0.4,0.0590212270811
7,Dollo(4),0.4,0.451086338714
8,Perfect,0.4,0.150130298371
8,Persistent,0.4,0.0939041418696
8,Dollo(2),0.4,0.504975750258
8,Dollo(4),0.4,0.711291867683
9,Perfect,0.4,0.114009011795
9,Persistent,0.4,5.86977841921e-17
9,Dollo(2),0.4,0.178164509775
9,Dollo(4),0.4,0.138861896307
10,Perfect,0.4,0.278608528438
10,Persistent,0.4,0.188010761154
10,Dollo(2),0.4,0.144007637401
10,Dollo(4),0.4,0.181734504211
11,Perfect,0.4,0.12543107528
11,Persistent,0.4,0.493085614675
11,Dollo(2),0.4,0.0802395622265
11,Dollo(4),0.4,0.233253284719
12,Perfect,0.4,0.0402864107893
12,Persistent,0.4,0.168965942635
12,Dollo(2),0.4,2.69892668146e-16
12,Dollo(4),0.4,0.0720167070791
13,Perfect,0.4,0.0978027756685
13,Persistent,0.4,0.154615540628
13,Dollo(2),0.4,0.0888451992923
13,Dollo(4),0.4,0.444980599014
14,Perfect,0.4,0.222441102101
14,Persistent,0.4,0.0320660634985
14,Dollo(2),0.4,0.393395613596
14,Dollo(4),0.4,0.187212755616
15,Perfect,0.4,0.391690180633
15,Persistent,0.4,0.32175776398
15,Dollo(2),0.4,0.140684298228
15,Dollo(4),0.4,0.707081459945
16,Perfect,0.4,0.260104561766
16,Persistent,0.4,1.03193315103e-16
16,Dollo(2),0.4,0.0366652326227
16,Dollo(4),0.4,0.717591931497
17,Perfect,0.4,0.30071892074
17,Persistent,0.4,0.212415968539
17,Dollo(2),0.4,0.471975730455
17,Dollo(4),0.4,0.773766562956
18,Perfect,0.4,0.0717351287973
18,Persistent,0.4,0.109286802099
18,Dollo(2),0.4,0.425364897581
18,Dollo(4),0.4,0.701249211404
19,Perfect,0.4,0.034124969878
19,Persistent,0.4,0.00449458192624
19,Dollo(2),0.4,0.896407863894
19,Dollo(4),0.4,0.00819321653196
20,Perfect,0.4,0.125799050204
20,Persistent,0.4,0.00582740725867
20,Dollo(2),0.4,0.983713266359
20,Dollo(4),0.4,0.0429371015732
21,Perfect,0.4,1.07913529858e-16
21,Persistent,0.4,0.0166549783489
21,Dollo(2),0.4,0.0349872037906
21,Dollo(4),0.4,1.0041263763e-16
22,Perfect,0.4,0.230736989515
22,Persistent,0.4,0.594470087037
22,Dollo(2),0.4,0.423838481564
22,Dollo(4),0.4,0.225211375433
23,Perfect,0.4,0.0409761359847
23,Persistent,0.4,3.34990836929e-16
23,Dollo(2),0.4,0.214822508635
23,Dollo(4),0.4,0.604846859553
24,Perfect,0.4,0.149373592813
24,Persistent,0.4,0.0113894565925
24,Dollo(2),0.4,0.149536342514
24,Dollo(4),0.4,0.464260495411
25,Perfect,0.4,0.107979113336
25,Persistent,0.4,3.09563959013e-15
25,Dollo(2),0.4,0.631333336429
25,Dollo(4),0.4,0.668986411486
26,Perfect,0.4,0.0956212503947
26,Persistent,0.4,0.0159281510872
26,Dollo(2),0.4,0.136333385317
26,Dollo(4),0.4,0.604540333896
27,Perfect,0.4,0.137953209352
27,Persistent,0.4,0.188141466961
27,Dollo(2),0.4,0.502915766886
27,Dollo(4),0.4,0.695399505885
28,Perfect,0.4,0.1899727955
28,Persistent,0.4,0.231899983781
28,Dollo(2),0.4,0.0575415625038
28,Dollo(4),0.4,0.876130488163
29,Perfect,0.4,0.164570404651
29,Persistent,0.4,0.0276106015277
29,Dollo(2),0.4,0.121111256368
29,Dollo(4),0.4,0.417208519541
0,Perfect,0.4,0.205493237361
0,Persistent,0.4,0.341355329951
0,Dollo(2),0.4,0.312545524105
0,Dollo(4),0.4,0.33507629726
1,Perfect,0.4,0.125818160007
1,Persistent,0.4,0.0507525027959
1,Dollo(2),0.4,0.0706074584966
1,Dollo(4),0.4,0.187441731218
2,Perfect,0.4,0.119301620253
2,Persistent,0.4,0.317551660447
2,Dollo(2),0.4,0.158861189133
2,Dollo(4),0.4,0.156515221535
3,Perfect,0.4,0.110486551381
3,Persistent,0.4,0.408004283201
3,Dollo(2),0.4,0.23242519226
3,Dollo(4),0.4,0.195651902867
4,Perfect,0.4,0.121562966309
4,Persistent,0.4,0.167475981947
4,Dollo(2),0.4,0.114661121558
4,Dollo(4),0.4,0.230802260869
5,Perfect,0.4,0.0965263847419
5,Persistent,0.4,3.50449859921e-16
5,Dollo(2),0.4,3.19937133685e-16
5,Dollo(4),0.4,0.655760702889
6,Perfect,0.4,0.111648559969
6,Persistent,0.4,0.0585357202751
6,Dollo(2),0.4,0.0115486847958
6,Dollo(4),0.4,0.816872323492
7,Perfect,0.4,0.136185740628
7,Persistent,0.4,0.121959189325
7,Dollo(2),0.4,0.0590212270811
7,Dollo(4),0.4,0.451086338714
8,Perfect,0.4,0.150130298371
8,Persistent,0.4,0.0939041418696
8,Dollo(2),0.4,0.504975750258
8,Dollo(4),0.4,0.711291867683
9,Perfect,0.4,0.114009011795
9,Persistent,0.4,5.86977841921e-17
9,Dollo(2),0.4,0.178164509775
9,Dollo(4),0.4,0.138861896307
10,Perfect,0.4,0.278608528438
10,Persistent,0.4,0.188010761154
10,Dollo(2),0.4,0.144007637401
10,Dollo(4),0.4,0.181734504211
11,Perfect,0.4,0.12543107528
11,Persistent,0.4,0.493085614675
11,Dollo(2),0.4,0.0802395622265
11,Dollo(4),0.4,0.233253284719
12,Perfect,0.4,0.0402864107893
12,Persistent,0.4,0.168965942635
12,Dollo(2),0.4,2.69892668146e-16
12,Dollo(4),0.4,0.0720167070791
13,Perfect,0.4,0.0978027756685
13,Persistent,0.4,0.154615540628
13,Dollo(2),0.4,0.0888451992923
13,Dollo(4),0.4,0.444980599014
14,Perfect,0.4,0.222441102101
14,Persistent,0.4,0.0320660634985
14,Dollo(2),0.4,0.393395613596
14,Dollo(4),0.4,0.187212755616
15,Perfect,0.4,0.391690180633
15,Persistent,0.4,0.32175776398
15,Dollo(2),0.4,0.140684298228
15,Dollo(4),0.4,0.707081459945
16,Perfect,0.4,0.260104561766
16,Persistent,0.4,1.03193315103e-16
16,Dollo(2),0.4,0.0366652326227
16,Dollo(4),0.4,0.717591931497
17,Perfect,0.4,0.30071892074
17,Persistent,0.4,0.212415968539
17,Dollo(2),0.4,0.471975730455
17,Dollo(4),0.4,0.773766562956
18,Perfect,0.4,0.0717351287973
18,Persistent,0.4,0.109286802099
18,Dollo(2),0.4,0.425364897581
18,Dollo(4),0.4,0.701249211404
19,Perfect,0.4,0.034124969878
19,Persistent,0.4,0.00449458192624
19,Dollo(2),0.4,0.896407863894
19,Dollo(4),0.4,0.00819321653196
20,Perfect,0.4,0.125799050204
20,Persistent,0.4,0.00582740725867
20,Dollo(2),0.4,0.983713266359
20,Dollo(4),0.4,0.0429371015732
21,Perfect,0.4,1.07913529858e-16
21,Persistent,0.4,0.0166549783489
21,Dollo(2),0.4,0.0349872037906
21,Dollo(4),0.4,1.0041263763e-16
22,Perfect,0.4,0.230736989515
22,Persistent,0.4,0.594470087037
22,Dollo(2),0.4,0.423838481564
22,Dollo(4),0.4,0.225211375433
23,Perfect,0.4,0.0409761359847
23,Persistent,0.4,3.34990836929e-16
23,Dollo(2),0.4,0.214822508635
23,Dollo(4),0.4,0.604846859553
24,Perfect,0.4,0.149373592813
24,Persistent,0.4,0.0113894565925
24,Dollo(2),0.4,0.149536342514
24,Dollo(4),0.4,0.464260495411
25,Perfect,0.4,0.107979113336
25,Persistent,0.4,3.09563959013e-15
25,Dollo(2),0.4,0.631333336429
25,Dollo(4),0.4,0.668986411486
26,Perfect,0.4,0.0956212503947
26,Persistent,0.4,0.0159281510872
26,Dollo(2),0.4,0.136333385317
26,Dollo(4),0.4,0.604540333896
27,Perfect,0.4,0.137953209352
27,Persistent,0.4,0.188141466961
27,Dollo(2),0.4,0.502915766886
27,Dollo(4),0.4,0.695399505885
28,Perfect,0.4,0.1899727955
28,Persistent,0.4,0.231899983781
28,Dollo(2),0.4,0.0575415625038
28,Dollo(4),0.4,0.876130488163
29,Perfect,0.4,0.164570404651
29,Persistent,0.4,0.0276106015277
29,Dollo(2),0.4,0.121111256368
29,Dollo(4),0.4,0.417208519541
