matrix_name,clones,time,accuracy
0,0.8,19,0.977798782436
0,0.8,19,0.971703951137
0,0.8,26,0.862211535553
0,1.0,36,0.935495172014
0,1.0,36,0.929122880239
0,1.0,45,0.793300676441
0,0.8,78,0.825573530951
0,0.8,163,0.611548285864
0,0.8,251,0.579528628364
0,1.0,261,0.653630486239
0,0.8,371,0.566741518576
0,0.8,374,0.449139572321
0,0.8,418,0.434877397831
0,0.8,423,0.4123716255
0,0.8,428,0.458745297894
0,0.8,444,0.425520312531
0,0.8,446,0.398107700697
0,0.8,449,0.387203910408
0,0.8,460,0.273767897364
0,1.0,482,0.556481756077
0,1.0,776,0.403461074652
0,1.0,781,0.415123763833
0,1.0,790,0.384525247833
0,1.0,907,0.346062096202
0,1.0,929,0.330363713591
0,1.0,958,0.314105115265
0,1.0,975,0.332076286336
0,1.0,975,0.236076498203
0,0.8,1323,0.246646254832
0,0.8,1691,0.254085897026
0,0.8,1898,0.243366989547
0,0.8,1898,0.256089064662
0,0.8,2177,0.231333673684
0,0.8,2177,0.236473768071
0,0.8,2177,0.218272331251
0,0.8,2177,0.222237886645
0,1.0,2753,0.236387999198
0,1.0,2753,0.241750942608
0,1.0,4066,0.229469208359
0,1.0,9139,0.225455565076
0,1.0,10429,0.222386387979
0,0.8,12186,0.208806401806
0,0.8,12186,0.198242281778
0,0.8,12186,0.190544242787
0,1.0,12452,0.186996668391
0,1.0,15126,0.182852398667
1,0.8,10,0.802690258522
1,1.0,20,0.874670094518
1,0.8,12,0.772585530691
1,1.0,20,0.872084043501
1,1.0,24,0.879360704771
1,1.0,26,0.841943197688
1,1.0,52,0.788915533584
1,0.8,46,0.648210332768
1,0.8,47,0.628125724455
1,0.8,72,0.410090249528
1,0.8,73,0.242055215667
1,1.0,90,0.688324701867
1,1.0,90,0.574407911005
1,1.0,120,0.50020003386
1,1.0,156,0.459637876476
1,1.0,223,0.386743048614
1,1.0,231,0.348352681197
1,0.8,228,0.265274484798
1,0.8,228,0.203781128851
1,1.0,264,0.324111306685
1,0.8,266,0.0687023551878
1,1.0,274,0.281783767827
1,1.0,274,0.248796053713
1,0.8,272,0.0289806624719
1,1.0,281,0.225641227072
1,1.0,283,0.116209722357
1,1.0,285,0.122098761589
1,1.0,294,0.0666679585707
1,1.0,296,0.071097663392
1,0.8,290,0.0214720959168
1,0.8,296,0.0136293838372
1,0.8,296,0.0114787678829
1,0.8,368,4.98782984233e-17
2,0.8,13,0.769106576572
2,0.8,13,0.627255834017
2,0.8,17,0.685339344014
2,0.8,25,0.584085623827
2,0.8,47,0.292917948994
2,0.8,85,0.287030007928
2,0.8,138,0.241529144245
2,0.8,138,0.203300427684
2,0.8,138,0.201476517693
2,0.8,139,0.210996104943
2,0.8,145,0.150646109912
2,0.8,160,0.166296481251
2,0.8,163,0.135897068657
2,0.8,164,0.0609032432973
2,0.8,170,0.0636023032357
2,0.8,170,0.0585439760084
2,0.8,170,0.051315998279
1,1.0,631,0.0814252666934
2,0.8,293,0.030471904973
2,0.8,293,0.0287496282361
2,0.8,354,0.0110174186398
2,0.8,1763,5.96178566655e-17
3,0.8,11,0.994506493586
3,0.8,11,0.945266216634
3,0.8,11,0.884069133093
3,0.8,13,0.418462817854
3,0.8,15,0.532759663204
3,0.8,78,0.483260460684
3,0.8,79,0.363272583224
3,0.8,99,0.158844360613
3,0.8,100,0.189758276924
3,0.8,161,0.0917114315597
3,0.8,162,0.0741389498942
3,0.8,284,0.0702880862791
3,0.8,284,0.042791276905
3,0.8,284,0.0176989121746
